1	99.3592594365186
2	49.39713705575458
3	32.007015856610735
4	27.62137133960977
5	20.50713578735009
6	15.320410315545988
7	11.977678730872835
8	9.56588005301624
9	8.067570082416879
10	6.210056733699513
11	6.0999862560145
12	6.58816513405363
13	5.66384921576063
14	5.248172091093166
15	4.477763389425623
16	4.318031862831701
17	3.960293874514638
18	2.9370021630316026
19	3.145057731134515
20	3.4701369694997424
21	3.181470537791753
22	2.949768122264581
23	2.8241221978943054
24	2.731500563401776
25	2.7679030879576505
26	1.7883965573962226
27	2.0364103635670228
28	2.245032883830087
29	2.2227358888334625
