1.0000000000	2203.2832113395	1341.5050809851	39.3520762361	296.0000000000	0.0000000000	36.0000000000	260.0000000000	2262.0000000000	26408.0000000000
5.0000000000	2999.6861517919	1991.3971008677	73.7436985178	526.0000000000	15.0000000000	87.0000000000	424.0000000000	4165.0000000000	28457.0000000000
10.0000000000	3954.3283863408	2628.7990845537	88.2476580052	572.0000000000	18.0000000000	116.0000000000	438.0000000000	4881.0000000000	32574.0000000000
50.0000000000	9957.7217282278	5789.6174805368	147.1083403654	1134.0000000000	33.0000000000	274.0000000000	827.0000000000	8026.0000000000	37695.0000000000
100.0000000000	15965.6994092488	8246.3729370811	190.1680378104	1344.0000000000	46.0000000000	350.0000000000	948.0000000000	10891.0000000000	63448.0000000000
200.0000000000	25808.8741484430	11699.8717974214	248.6252259307	1635.0000000000	70.0000000000	437.0000000000	1128.0000000000	14169.0000000000	65939.0000000000
500.0000000000	46025.7835577689	18069.3052696802	317.9556301161	2045.0000000000	95.0000000000	618.0000000000	1332.0000000000	17561.0000000000	67902.0000000000
1000.0000000000	65725.2720929906	24016.6263608033	395.7002035358	2432.0000000000	138.0000000000	765.0000000000	1529.0000000000	22787.0000000000	72062.0000000000
2000.0000000000	89689.3293563297	30948.7252179143	498.4012386500	2793.0000000000	178.0000000000	932.0000000000	1683.0000000000	30868.0000000000	74565.0000000000
5000.0000000000	123698.1185494135	41211.8233218041	667.1357166197	3401.0000000000	253.0000000000	1184.0000000000	1964.0000000000	44017.0000000000	76245.0000000000
8000.0000000000	140160.4874567655	46982.9196262996	776.4977769537	3718.0000000000	297.0000000000	1312.0000000000	2109.0000000000	54321.0000000000	78221.0000000000
10000.0000000000	147754.6861740321	49913.1777251899	840.8685734849	3875.0000000000	322.0000000000	1376.0000000000	2177.0000000000	59450.0000000000	79384.0000000000
12000.0000000000	154726.1151168887	52453.2233977467	883.7444557183	3982.0000000000	342.0000000000	1418.0000000000	2222.0000000000	62483.0000000000	79977.0000000000
15000.0000000000	164067.9446371261	55744.9346872584	938.6819559161	4124.0000000000	364.0000000000	1485.0000000000	2275.0000000000	65603.0000000000	80432.0000000000
20000.0000000000	176297.1754213754	60244.4378164304	1019.9654265341	4348.0000000000	407.0000000000	1569.0000000000	2372.0000000000	69830.0000000000	81186.0000000000
30000.0000000000	195786.8182593985	67328.5507318233	1165.0334134027	4617.0000000000	458.0000000000	1677.0000000000	2482.0000000000	75199.0000000000	81906.0000000000
40000.0000000000	211800.2710766261	72999.2758613261	1258.1629239650	4803.0000000000	499.0000000000	1756.0000000000	2548.0000000000	77823.0000000000	82494.0000000000
50000.0000000000	224906.3070685547	77761.0974423426	1325.8879054298	4974.0000000000	541.0000000000	1817.0000000000	2616.0000000000	79417.0000000000	82849.0000000000
