1.0000000000	1843.2963852166	1212.917683	39.6128024764	369.0000000000	0.0000000000	39.0000000000	330.0000000000	2334.0000000000	26507.0000000000
5.0000000000	2559.1419780013	1831.474877	80.7539015256	592.0000000000	21.0000000000	125.0000000000	446.0000000000	5328.0000000000	33452.0000000000
10.0000000000	3142.7084751433	2326.439587	109.3960179651	915.0000000000	26.0000000000	192.0000000000	697.0000000000	6571.0000000000	35591.0000000000
50.0000000000	5125.7129083551	4020.237080	217.7247826364	1729.0000000000	75.0000000000	476.0000000000	1178.0000000000	13691.0000000000	66810.0000000000
100.0000000000	7138.6111964143	5533.703164	278.6115362375	2184.0000000000	111.0000000000	666.0000000000	1407.0000000000	17421.0000000000	69555.0000000000
200.0000000000	9337.8411807523	7198.661947	349.0297917434	2581.0000000000	153.0000000000	847.0000000000	1581.0000000000	21199.0000000000	73447.0000000000
500.0000000000	12761.3562176847	9762.631488	463.5457911494	3062.0000000000	216.0000000000	1052.0000000000	1794.0000000000	31374.0000000000	75466.0000000000
1000.0000000000	16028.6984247164	12106.320706	571.6838065511	3525.0000000000	270.0000000000	1235.0000000000	2020.0000000000	40308.0000000000	78086.0000000000
2000.0000000000	19848.1672782993	14839.850726	696.9259409478	3901.0000000000	338.0000000000	1395.0000000000	2168.0000000000	50804.0000000000	80205.0000000000
5000.0000000000	25923.2218893657	19308.754433	890.4272401644	4482.0000000000	451.0000000000	1625.0000000000	2406.0000000000	67125.0000000000	82355.0000000000
8000.0000000000	29996.1713601376	22215.661692	1017.3057271853	4857.0000000000	537.0000000000	1767.0000000000	2553.0000000000	74227.0000000000	82997.0000000000
10000.0000000000	32271.7931653311	23832.636900	1080.2372212795	5006.0000000000	555.0000000000	1823.0000000000	2628.0000000000	76198.0000000000	83161.0000000000
12000.0000000000	33495.0784740067	24723.012989	1137.4697464819	5163.0000000000	592.0000000000	1883.0000000000	2688.0000000000	80096.0000000000	84984.0000000000
15000.0000000000	36318.5426247538	26730.077079	1206.2934201274	5336.0000000000	624.0000000000	1963.0000000000	2749.0000000000	81695.0000000000	85371.0000000000
20000.0000000000	40929.7589772718	29735.257078	1301.8290628196	5639.0000000000	682.0000000000	2082.0000000000	2875.0000000000	84872.0000000000	86240.0000000000
30000.0000000000	45737.5177486053	33152.005413	1430.8755963835	5928.0000000000	762.0000000000	2197.0000000000	2969.0000000000	86592.0000000000	87184.0000000000
40000.0000000000	49870.7279293781	36120.866091	1526.0110028076	6076.0000000000	812.0000000000	2261.0000000000	3003.0000000000	87358.0000000000	87617.0000000000
50000.0000000000	53921.0862305782	38888.486403	1591.5995596962	6383.0000000000	894.0000000000	2389.0000000000	3100.0000000000	87738.0000000000	87861.0000000000
